essay0,income
"self-summary. i can't summarize myself. you should take the
opportunity to do that for yourself. however if i must summarize
myself to pique your curiosity i will say that you are either
gonna love me or hate me. few who know me are indifferent. i have
strong opinions about some things and could care less about others.
i make a mean blueberry smoothie but hate that blueberries stain
the counter so easily. i like who i am and where i am at in my life
and find that i like it ever more with someone to drink the other
half of my smoothie.",100000
"self-summary.... hmmmm..... my greatest strengths (or weaknesses
depending on how you look at it) are that i'm empathetic and
generous. maybe i'm a sucker but i always try to give something to
homeless people that ask. i figure if they are asking (even if its
for booze) they must be desperate. i know many of us would give up
our window or aisle seat on a full flight so that a mom and child
could sit together but last month when this sucker flew back from
chicago the last couple to walk on the plane were left with two
middle seats. i asked the guy sitting across the aisle from me (he
was sitting next to the woman who was seperated from her partner)
to trade seats with me so that i could then trade his seat so that
the couple could sit together. unfortunately no good deed goes
unpunished. i ended up sitting next to someone that was 300lbs and
took up part of my new middle seat. i'm not trying to make myself
out to be a saint i've got my faults. i can be impulsive and
impatient i just have to remember to pause and breathe.",100000
"shazam...i am ten years younger...gawd i love this stuff!<br />
<br />
bucket list: i want to get barreled<br />
(in a wave spicoli)<br />
look down and see the earth from space travel invent stuff
and<br />
find true love.<br />
<br />
i am an aspiring comedian muckraker construction worker reader.",100000
"short version - i'm brand new to the bay area. i'm a transplant
from florida. i'm looking to meet new people and make new
friends.<br />
<br />
longer version - i was born and raised in florida. one of the very
few native floridians. i even went to college in florida at uf. i'm
still a huge gator fan especially for college football. i just got
a promotion to come out to the bay area and the opportunity was
just too good to pass up. so far i'm loving it but it is certainly
very different from the south.<br />
<br />
i love traveling and i've been lucky enough to travel quite a bit.
on the short list of my favorite places would be costa rica new
zealand switzerland hungary and germany.",100000
simple laid back happy geeky guy.,100000
"simple person living a complex life.<br />
<br />
i'll fill all this later i promise.",100000
"single father. never married. good cook. i like working on my
house. i like making things out of copper. i like playing
watching and listening to baseball. i like taking naps. i like
dogs. i like the summer. i like the mountains. i like fishing in
the mountains in the summer. i like to hunt. i have a garden.",100000
"single professional honest - web guy with creative streak quirky
sense of humor. looking for a san fran girl (in not nec. from)
with a job and a place to live. my interests are broad include art
and tech and i've travelled in europe and india and am racially
open. i have a lot easier time relating to women who have college
and professional backgrounds.<br />
<br />
i learned a lot about myself from travel and i tend to gravitate
towards people who have spent serious time abroad - even better if
its part of their heritage (immigrant friendly).<br />
<br />
my background is fairly liberal and i lean towards npr - however i
don't get along well with people for whom argument and winning are
primary values. evangelism and intellectual intolerance are a major
turn off for me.",100000
"single reluctant professional likes good food art music
surfing and traveling. and anything outdoors really. and
sports.<br />
<br />
i'm pretty laid back i think. people have told me that i seem
calm serene. i think that's accurate. but i am a virgo. and i do
have some control issues that i'm aware of... that i'm working on
;-)<br />
<br />
i appreciate my friends and spending time with them. the older i
get the more i realize my relationships are what bring me the most
joy.<br />
<br />
i value intelligence compassion mindfulness creativity
kindness self exploration open-mindedness honesty pursuit of
emotional growth and spiritual growth. promptness too i like
promptness. and and i'm beginning to think that happiness is a
choice.<br />
<br />
i'd call myself a homebody. but it seems i'm always being invited
to one thing or another and i tend to say yes a lot. though i feel
as comfortable staying in as i do venturing out. and i could be
talked into either most times.<br />
<br />
i use both sides of my brain equally well. though i've been a heavy
on the right side lately. i'm an investment analyst by day
somewhat reluctantly. i'm good at it. but the corporate culture is
stifling sometimes. my creative outlets include writing and playing
music for the moment. i think art is essential. a lot of my
friends are artists musicians or writers. and i am often
attracted to women who are creative.<br />
<br />
i am a bit of a sports addict. i watch and participate. i am a fan.
i do keep up on things via sportscenter. but i'm not obsessive
about any team or sport in particular. i like everything from auto
racing to futbol (american soccer). i'll go to an a's game or a
giants game... but i'm starting to feel more sentimental about the
giants the longer i live here ;-) i still love to watch the colts
play during football season.<br />
<br />
oh and i'm an intj/infj for whatever that's worth. i think the
mbti is pretty cool.<br />
<br />
and finally i am looking for a serious long-term relationship.",100000
single straight have a job. ambulatory. ladies?,100000
"smart ambitious professional with a classic style and a loyal
heart. i love traveling fashion make-up belgian beer live
music and learning about other cultures. i am an avid soccer fan
love fc barcelona and am a philadelphia union season ticket
holder.<br />
<br />
i was born and raised in philadelphia but i have been working in
san francisco while still living in pa for the past two years. this
year i decided to just pick a coast and move to california
permanently. i have just recently made the move to the bay area and
it is awesome to finally put my wings to rest once and for
all.<br />
<br />
as for my search - i believe in honesty kindness laughter and
hard work and i am looking for someone who shares these same
values.",100000
"smart funny quick witted intelligent nice woman. my best
friends have been my friends for 20+ years so i'm pretty sure they
like me. no one has disowned me or pretended not to know me so i'm
good there too!",100000
"smarter than the average bear -- or at least more of a wise-ass.
world-class ranter working on milder methods. love telling stories
and listening to yours. especially the slightly embarrassing ones.
frustrated that i have not cultivated a circle of friends who need
good museums know the ""best"" readings and love unusual films (but
not violence porn).",100000
"so after a few years of friends and i dating online i'm wrapping it
up. our stories all seem to share a lesson:<br />
<br />
it's not just who you meet it's how you meet.<br />
<br />
even though no one would suspect i'm kind of shy. what i've
noticed that everyone is looking for that warm passionate person
that loves life. while i'm working on being that i figured out this
only comes from being a part of something bigger.<br />
<br />
so if you want to meet me or someone cool join something!",100000
"so hard to put who you are into a few paragraphs!<br />
<br />
like most people i am very complex with lots of sides to my gemini
personality - no worries that doesn't mean schizophrenia just
lots of interests. would like to say i still ski hike and fish a
lot but with a bad back the skiing has been curtailed the hiking
is a bit more haphazard since my dog passed away and my fishing
karma is on vacation but i do enjoy all of these activities even
with doing them less.",100000
"so i will keep this short and sweet. i am a very down to earth
person who has a true passion for family friendships and life. i
enjoy meeting new people and learning new things everyday. i am
pretty laid back and am always up for tying new things. life is to
short.",100000
"so i've never done this before (online dating). but my friends
convinced me that this is as silly as meeting someone at a bar. so
here goes...<br />
<br />
i'm 28 years old. i like my work my friends &amp; family and
where i live.",100000
"so we are at the age where we all have baggage - some people blame
it for how their lives turn out - mine has helped me define who i
am and i like that person. i'm originally from england and have
been living in the us for almost 23 years. i am fun enthusiastic
smart independent and love to laugh. i love my family and have
great friends and an awesome dog. i've got a good job in a
beautiful city. i'm not lonely or bored. i would like someone to
share life's adventure with. i have no clue how to play dating
'games' - what you see is what you get. i'm honest
straight-forward and loyal. i love to be childish and goofy and in
the moment. i'd love to meet someone around my age who is secure in
himself smart and funny. i'm not hung up on looks or money. i
don't mind if you have been married have kids and baggage. if you
can make me laugh and we can be friends and enjoy each others'
company and see where it leads that's enough for me!",100000
"so where do i begin? i grew up in san jose went to berkeley for
college where i triple majored in economics statistics and
applied mathematics then ended up working and living here in san
francisco. <em>(so i did a little triangle around the
bay)</em><br />
<br />
i've been here 5.5 years now and i love my little corner of the
world! union square is my playground chinatown is my backyard and
work is just a 15 minute stroll down the street in the financial
district.<br />
<br />
when i'm not at work i'm always down for some blue bottle coffee
artisan cocktails at bourbon &amp; branch late night in-n-out
runs pinkberry (new union square location opening in june!) the
latest imax / dolby atmos movie experience dancing the night away
and whatever misadventures await.",100000
"so where to begin? i really hate talking about myself. but since i
have to write something i guess i'll tell you that i am the oldest
of 5 (3 sisters and 1 brother). i was born and raised in portland
oregon. i aspire to find the relationship that my parents still
have even after all the hard times. i am extremely motivated and
down to earth. i was the first in my family to go to college and
started my own business while in school which i still continue
today. i also work for the san francisco fire department. i am
working hard to be successful (both financially and in life) and i
believe i'm on the right path. i'm told the first thing people
notice about me is my size and my smile. i am very big into leading
a healthy lifestyle so i'm at the gym about 5-6 days a week but
i'm not afraid of a burger and a beer. i have plenty of really
great friends and i'm quite confident that they would vouch that
i'm a great guy. and lastly i'm not on this site to hook up
instead i'm here to find that thing called love. i'm open and
ready and hopefully you are emotionally available to do so as
well. we can take it slowly i'm not in any hurry. i just want to
meet a really quality woman and make her the center of my world.",100000
"so i always find these statements a bit difficult. i am not sure i
can sum it up in a few quick sentences. but here goes- i am a
witty kind caring man who is most passionate about traveling and
experiencing as much of the world as possible and i am looking for
a person who loves to laugh is passionate intellectually curious
and interested in exploring the world. (that sounds like every
other personal ad on the planet...i know...i know... i never
claimed to be a marketing guru).<br />
<br />
i am new to san francisco and would be happy to meet someone who is
interested in intellectually stimulating conversation over a cup of
coffee or a cocktail and exploring the world around us.<br />
<br />
i am rampantly silly insanely serious and devilishly smart",100000
"software engineer; resident of the san francisco bay area; father
of twins; collector of many many things; owner of a <a class=
""ilink"" href=""/interests?i=canary"">canary</a>; etc. i am interested
in email-only relationships only at this point.<br />
<br />
i am bored older and kink-friendly",100000
"something happens when you turn a quarter century. you realize your
career is solid your friends couldn't be more awesome and you
still can't grow facial hair. okay the last one only applies to
me but dammit! some things just aren't meant to be.<br />
<br />
i'm the type that equally enjoys intellectually stimulating and
over the top sarcastic conversations. the majority of my books fall
into the widely unpopular and generic self-help genre which in my
sci-fi book club are famously known as ""mark's bullshit"". i keep
telling them one day they'll see the light but realistically
they're all just dicks. i'm kidding this is really just an
extravagant front and excuse for all of us to hangout and drink
beer together. it's pretty awesome. i'm not going to lie.<br />
<br />
other than being a huge dork i plan a few standard vacations at
least once a year: the week long tropical destination and the good
ol' fashion vegas weekend bender. the tropical destination this
year is thailand and japan. i'm trying to get diving certified
learn japanese and thai and attempt to kiteboard all before i
depart in november. if you're serious about potentially dating me
you're going to have to do at least one of these with me :).",100000
"something kinda wonderful. i am a hardworking fun loving goofy
kinda guy. i like eating out on the town or staying in with a
movie. i also know people in powerful positions and high
positions... that's a turn on right?<br />
<br />
i am fun happy and a little crazy.<br />
<br />
i also enjoy playing match-maker with my friends. i have lots to
match up. let me know if you'd like to play.",100000
"sorry it's taking so long to get my profile essays written. coming
soon i promise to thrill and delight you with the 100% true and
painstakingly documented amazing story of my life!",100000
"spa days spontaneous trips spending time with friends pool days
cupcakes shopping in new york tennis watching football dinners
with friends movies on rainy nights skiing paddle board dog
walks watching dance theater boating time at the beach meeting
new people planning fun birthdays that last for a month!<br />
love connecting with fun smart and creative men. i am extremely
perceptive way too smart and a big believer in the theory that
getting involved in your community actually does make a difference.
i strive for authenticity from myself and others and am not afraid
to be vulnerable. i am looking for a man who has confidence in
himself without cockiness can be romantic without prompting and is
open to new ideas",100000
"spending my days trying not to take myself too seriously and at the
same time recognizing how fortunate i am in this life. time and
freedom are far more valuable to me than shiny objects. i love
trying new things and introducing people to things i know well. i
can be goofy and will often sacrifice my own ego in the name of a
good laugh. i show up when it counts.<br />
<br />
i would like an airplane thanks.",100000
"spent 22 years of my life in michigan and then i came here. and
that's all i have to say about that.",100000
"spontaneous fun ambitious up for anything.<br />
<br />
i grew up outside chicago and since then i've spent time all over
the country and seen some pretty cool places around the world. sf
ranks as one of my top cities; hopefully you are just as interested
in exploring it.<br />
<br />
to me having a good time depends more on company than what we're
actually doing. i'm equally happy hitting dive bars classing it up
at ritzy events or staying in to watch a movie.",100000
"spontaneous loyal fun-loving and driven. those are the four words
that my family and friends would use to describe me.<br />
<br />
i'm not looking for a one night stand or trophy girlfriend. i
believe that beauty is easy to find but personality isn't and at
the end of the day it's the latter that will carry two people
through the long term.",100000
stanford cs grad running his own software company and loving life,100000
"still giving life some positive thoughts<br />
still prometheus bound by all the wear and tear of<br />
gravity still afloat in this tumbling tide.<br />
i like to think it's all for something good.",100000
"strong muscular arms well defined hairy chest deep sexy voice and
big feet. okay enough about what i'm looking for in a
woman...(kidding!)<br />
<br />
first off let me just say that i'm completely single and an all
around quality guy.<br />
<br />
these are the facts... i am a firm believer in quality not
quantity and i am totally fine with having fun with one sexy and
passionate woman with whom i am attracted to and have great
chemistry with.<br />
<br />
just so you know.... i love kissing!!<br />
<br />
i maintain a level of confidence that i hope won't be mistaken or
interpreted as arrogance. i love driving so if you live close
enough i can come out your way if need be. i'm very down to earth
i have a strong mind and clever wit. i love to laugh but even more
so i love to keep a woman smiling (wink).<br />
<br />
go ahead and say hello and let's see where it goes...",100000
"stuff about me:<br />
<br />
the most influential person in my life has been my grandfather who
was a lithuanian patriot.<br />
<br />
the three things which i am most thankful for:<br />
<br />
my good family and family background. i enjoy spending time with my
mom dad sister and our relatives and friends.<br />
the passion i have for my career. i love to openly challenging the
world around me. i am very independent in putting forth my
innovative ideas. i always work around anything blocking me in what
i want to accomplish. i set exacting standards for myself and the
people that work for me. i am a results-oriented person!<br />
<br />
i love my own home cooking and entertaning in it.<br />
<br />
three of my best life-skills are:<br />
<br />
using humor to make friends laugh<br />
negotiating business or financial matters<br />
entertaining in my home<br />
<br />
the one thing i wish more people would notice about me:<br />
<br />
that i am very romantic about life have a warm heart and have
idiosyncratic life goals.<br />
the things i can't live without are:<br />
<br />
blue crabs and mano clams with butter!<br />
my super computer i built. a real ""super computer""<br />
having big larger then life ambitions.<br />
friends.<br />
someone to love;)<br />
<br />
the first thing people notice about me:<br />
<br />
i am personable friendly and like to smile :)) i have a good sense
of humor. i can listen well and love sharing a good
conversation.<br />
some additional information i want you to know:<br />
<br />
let's make this fun! okcupid is a good filter so let's make our
conversations fairly short and instead of an arduous on line
relationship let's go for a cup of coffee. me and you live is
the only way we will know if we click.<br />
<br />
i typically spend my leisure time:<br />
<br />
i like being outdoors traveling and exploring new places people
and things. i love skiing and scuba diving.<br />
the last book i read and enjoyed:<br />
<br />
business model generation. ya i know sounds really fun :)<br />
according to my friends:<br />
my friends describe me as:<br />
<br />
funny<br />
ambitious<br />
spiritual<br />
hard working",100000
"sultry and savvy woman with a luscious lust for life. born
internationally world view well traveled. friendly curious
content. clever and only selectively geeky. laugh easily and enjoy
a man that can make me smile. diplomatically irreverent. stubbornly
optimistic. love language word play and heartfelt use of the
occasional expletive. social in groups; recharge when alone. life
is complex like good bordeaux; so am i and i hope you are as
well. i am well worth the attention of a man that enjoys a woman
comfortable in her skin heart and life.",100000
"summary? started young made mistakes learned a bit savories
ready for a few more mistakes.",100000
"talk about myself... i try to not take everything too seriously and
enjoy all that life has to offer. oh yeah im a bit sarcastic.<br />
<br />
hittin up restaurants coffee goin out on the weekends and gettin
a few cocktails but staying home and crackin a bottle of wine and
throwing some meats on the bbq... all good too! staying in on a
friday nite and grabbin a movie is fine w me but i also dont mind
getin cleaned up and hitin the town.<br />
<br />
so what do i like.. cooking hiking taking roadtrips. hitting up
the coast stopping for coffee and taking a walk around the local
shops seeing the randoms in these places. talking to the great
people living in different parts. i'm a big fan of the napa valley
visiting wineries enjoying the surroundings. going to the north
coast of cali redway salt point myers flat!<br />
<br />
i like to be spontaneous. it is very exciting to me to wake up on a
saturday get in the car and just set off tahoe napa s.f.
camping whatever.<br />
<br />
im on this thing to find a woman with a great attitude whos fun
sincere sweet with no pre-disposition to hate men... please.<br />
so if you like me lets talk.",100000
"talking about myself does not come that easily to me (at least not
in these sorts of open forums.) however i do have a lot to say
(including plenty about myself once i get started) but it's much
easier to do in person.<br />
<br />
i'm originally from ireland but i've been living san francisco
long enough now to not imagine having a home anywhere else.<br />
<br />
i am looking for someone who is funny and conversational witty and
unexpected attractive (did i say that already?) &amp; all with her
own mind and opinion...<br />
<br />
i'm someone who spends a lot of time at home but who's also a
lover of outdoors and a pursuer of the goal of great personal
fitness (to the great pain of those around me!)<br />
<br />
i'm opinionated &amp; occasionally cranky but invariably i'm in
the wrong &amp; what i need is someone to tell me how things are
no matter what an ass i am about taking advice...",100000
"tall dark handsome. smart witty kind fun -- i like adventure
and know how to have a good time.<br />
nerd alert.",100000
tall fit likes high culture dining and other indoor sports.,100000
tbd,100000
"tell me what a man finds sexually attractive and i will tell you
his entire philosophy of life. show me the woman he sleeps with and
i will tell you his valuation of himself.. the man who is proudly
certain of his own value will want the highest type of woman he
can find the woman he admires the strongest the hardest to
conquer  because only the possession of a heroine will give him
the sense of an achievement not the possession of a brainless
slut.<br />
~ ayn rand<br />
<br />
first things first my name is jupiter lovejoy. i am left handed
mixed ethnicity and culture. i am young at heart mind body and
soul. i am overly optimistic maybe even to a fault.<br />
<br />
i like to cook yeah i'll f*@k it up in the kitchen. oh and on the
dance floor too; if you did not know now you know. i love to play
create excitement in the little things in life i play with the
markets and they call that a income i play with words they call
that poetry i play with sound they call that music i play with
food they call that cooking i play with my body they call the
dancing i play with you they call that love. i'll play with
governments and they'll call that a revolution.<br />
<br />
they say that only 10% of what your saying is the words you use
and 90% of what you're saying is how you're saying it. this is
especially true in my case so when i write i tend to lose 90% of
what i'm saying. so if you're reading this take what you
understand and multiply that by 10. then understand that that is
what i'm saying not what you just read. i could probably go on
about myself forever if i wanted to but i don't i already know
about me it's you i wonder about. but if you want to know more
then you're just going to have to meet me. if you haven't already
i'm pretty hard not to like. ahh wait what did you want to
know?<br />
<br />
""i do not want to be the leader. i refuse to be the leader. i want
to live darkly and richly in my femaleness. i want a man lying over
me always over me. his will his pleasure his desire his life
his work his sexuality the touchstone the command my pivot. i
don't mind working holding my ground intellectually artistically;
but as a woman oh god as a woman i want to be dominated. i don't
mind being told to stand on my own feet not to cling be all that
i am capable of doing but i am going to be pursued fucked
possessed by the will of a male at his time his bidding.""<br />
~anas nin<br />
<br />
twitter.com/jupiejupe<br />
<br />
i am ready set and go",100000
"thank you for stopping by and reading my profile rather than just
looking at my pics. if you have made it this far you have somehow
confused my looks with brad pitt in an alternate universe and are
now wondering if i have any wit or brains behind my smile. i do. i
have a wittle brain. i love to laugh and make others laugh at/with
me. but there is no free lunch so you will never know for sure
unless you say hi!<br />
<br />
i'm here for the same reason you are - to find that special person
that makes my heart beat fast. i would like to find someone that
makes me break out into spontaneous smiles because of random
thoughts of you! i know i am not a perfect person and i don't
expect my match to be perfect either. it is pretty simple i'm
looking for a woman to spend the rest of my life with someone to
be my best friend first and foremost. someone that can accept me
for who i am unconditionally - just as i would sincerely accept you
for who you are. if the right person came along i would like to
start a family and have 10 children (ok just kidding 1 or 2 is
fine). i'm comfortable expressing my feelings and i know that
communication is key in any relationship. we all age with time; so
ultimately what matters to me is how you look in your heart and
your soul. i'm a very upfront and honest person. i believe that
people are good-hearted by default sometimes to my
detriment.<br />
<br />
some of my greatest life experiences occurred when i lived in tokyo
from 1995 - 2001. i worked for a silicon valley company and was the
resident manager in japan. learning japanese and trying to survive
in a foreign country was a rewarding and fun challenge. i knew i
was going to be ok after i ordered a pizza for delivery over the
phone and it arrived as requested - without the corn octopus and
mayonnaise on it! my other adventures include being a human target
at spain's running of the bulls and taking salsa lessons during my
1 month visit to colombia (including san andres and cartagena).
climbing mt. fuji (twice!) and relaxing on the west coast of costa
rica were also favorites. i enjoy traveling and in the past year
have been able to take several trips to asia where i explored
india thailand cambodia vietnam and hong kong.<br />
<br />
my experiences overseas helped shape my personality and i am not
your typical american guy. i'm punctual and believe in doing the
right thing even if it is difficult. if i go to an authentic
japanese restaurant i still find myself bowing and saying ""thank
you"" in japanese. i was raised to be a gentleman including opening
doors (yes even after the 1st date) and throwing myself into the
path of oncoming traffic to protect an old lady (luckily haven't
had to use that move yet). i can cook and my special dish of
ratatouille was virtually unknown until that movie came
out....<br />
<br />
i'm self-motivated and self-made having worked my way through jr
college college and finally graduate school. although i've worked
and studied hard to get where i am i know life isn't just about
career and money. i like to have fun and not take things too
seriously. i relocated back to the bay area a few years ago and
would love to explore northern ca and the world with someone
special.",100000
"thanks for reading my profile. i intentionally wrote a lot to
give<br />
you a sense of who i am and what i care about.<br />
<br />
i have an extensive international background which has shaped
my<br />
personality to be very tolerant and open minded. i speak
several<br />
languages and have lived in 6 different countries. i am very<br />
ambitious and work with a lot of passion and intensity. i am<br />
motivated by making a big positive impact in the world using<br />
technology as an enabler.<br />
<br />
i love what i do for work. my job software development and
people<br />
management leaves me a lot of room for creativity problem
solving<br />
and a lot of planning and decision making. so when it comes
to<br />
vacation time or weekends i try to be spontaneous and not
over<br />
plan. i am pretty easy going and adaptable so i can have fun
just<br />
about anywhere. at work i am very good at spanning across
many<br />
fields and connecting people. i have strong opinions but it
wont<br />
hurt my ego to admit being wrong when i am given a persuasive<br />
argument. i try to learn constantly.<br />
<br />
i am fluent in farsi and italian and i know enough mandarin
to<br />
survive. i was born in tehran (iran) went to high school in
milan<br />
(italy) then went to university in toronto (canada) and moved
to<br />
seattle for work then took a detour and went to beijing (china)
for<br />
a few years to setup my software development company. now i am
san<br />
francisco and travel often to seattle to visit my family and<br />
business partners. that background has helped me experience
many<br />
different cultures and be able to relate to different people. i
can<br />
make new friends very easily and i can adjust to a new
environment<br />
quickly.<br />
<br />
i am good at listening and reading people's emotions. i find
people<br />
genuinely interesting. i am very logical and straightforward. i
can<br />
easily say what is on my mind. words or feelings do not have to
be<br />
dragged out of me with force. i don't play mental games and i
never<br />
intentionally hurt someone's feeling.<br />
<br />
what gives me satisfaction and motivates me is to make a
positive<br />
impact in the world. i am more motivated by solving the
systemic<br />
problems rather than helping specific people individually. i
much<br />
rather start the next kiva.org than to volunteer at a soup
kitchen.<br />
i have seen a lot of poverty in india and china and those
memories<br />
are very vivid in my mind. i feel a great sense of
responsibility<br />
to do something impactful in the world. i have been lucky that
my<br />
hard work has made me financially secure so i have the luxury
of<br />
taking bigger risks and hopefully have a great big impact.<br />
<br />
i am not religious at all. i don't need an afterlife god or
an<br />
external force to make me to do the right thing. i am very<br />
conscious of what is fair and just and i try to aim for them.<br />
<br />
i love hiking and open spaces. i am fascinated by camp fire! as
a<br />
child i was a pyromaniac and loved to experiment in my dad's<br />
chemistry lab. i am the eldest of 3 brothers. our parents let us
do<br />
a lot of building and engineering stuff as kids and that
ingrained<br />
in us a feeling of being permitted to explore the world and to
take<br />
risks.<br />
<br />
i am good at skiing snowboarding and water skiing. i used to
play<br />
squash and i love to get back into it again. i am very good
at<br />
swimming but i don't enjoy making laps around the pool anymore.
it<br />
is just too boring. i like doing sports rather than watching
them<br />
on tv.<br />
<br />
i don't think i have ever said no to experiencing something<br />
interesting. except for drugs i guess.  i have eaten duck
feet<br />
worms suspended in jello and fried scorpions; so it is safe to
say<br />
i can eat anything it. but now days i try to minimize the
amount<br />
of meat that i eat.<br />
<br />
i am very intellectually curious (somewhat abnormally). i
always<br />
have to hold myself back from asking too many questions from
people<br />
that i meet. i ask them about what they do and how they do it
and<br />
why and i secretly wish i could go hang out behind them for a
day<br />
and see it for myself. so naturally my preferred movies and
tv<br />
shows are documentaries or true stories. i read predominantly<br />
non-fiction books. i am fascinated by bio-engineering and by<br />
finance. i actively manage my own stock portfolio and i am
pretty<br />
up-to-date on macroeconomics issues. i have beaten s&amp;p500
in<br />
the past 10 years in case you wanted an objective measure.<br />
<br />
i love to have deep conversion with people and debate and
argue<br />
about politics business ideas policy issues science<br />
environment foreign affair etc. i find shallow conversations<br />
irritating and repetitive. life is just too short to waste
time<br />
watching tv and discuss sports.<br />
<br />
i am pretty fearless. i moved to beijing and setup my own
company<br />
and hired people and managed to build very complicated
software<br />
with very junior people. i didn't speak chinese and was very
naive<br />
about running a business in china. but the sheer determination
and<br />
energy that i spent over several years made the operation<br />
successful.<br />
<br />
i don't buy too many stuff that clutter my living space. i try
to<br />
live modestly and simply. if i have to cook i will mix
together<br />
everything i can find and then give it a unique name. i just
follow<br />
common sense cook books are too restrictive for my creativity.
:-)<br />
i think i do a good job but you can judge for yourself. as a
bonus<br />
i gladly load the dishwasher every day; for some reason i
find<br />
doing that to be relaxing.",100000
"the basics:<br />
<ul>
<li><br /></li>
<li>- i have good hygiene and chew with my mouth closed</li>
<li><br /></li>
<li>- i am gainfully employed with a challenging career and don't
live in my parents basement</li>
<li><br /></li>
<li>- i have none of the following: criminal record meth labs
warrants for arrest.</li>
<li><br /></li>
</ul>
<br />
now that we've established that i won't make you run screaming in
the other direction upon meeting me here are a few more
interesting tidbits about me...<br />
<br />
- adventurous - from sailing in the bay to backpacking in the
sierra. i also am equally at home exploring an art festival wine
tasting or shooting pool at a dive bar with a beer.<br />
<br />
- fun - you only go around once (no mulligans no do-overs) so you
might as well live it up.<br />
<br />
- intelligent - i am a college graduate and have a fairly wide
range of interests and like talking about almost anything. while i
can hold an intelligent conversation about most topics i'm not
someone who knows everything. (you know the kind of people i'm
talking about)<br />
<br />
- easy going open minded - there are definitely things i am very
passionate about but really very few things that actually bother
me and i'm willing to try anything once. (well almost
anything)<br />
<br />
- i am fit but you won't find me at a photo-shoot for the cover of
""men's health"" but i exercise regularly for the simple reason that
i would rather not have my physique ever limit something i'd like
to try.<br />
<br />
- non-douche - if you are looking for someone with a baseball cap
rotated 25 degrees wearing body glitter and/or copious amounts of
self-tanner a stupid grin annoying laugh and a popped collar
please move along. thanks.<br />
<br />
- i have been described as patient considerate funny (as in
""ha-ha funny"" not ""weird funny"") and honest. of course other people
have called me more derogatory things but i'll just gloss over
that for now.<br />
<br />
a few general comments...<br />
i'd rather play a sport than watch it i work with computers but
don't play video games i love to cook and make killer gnocchi . i
consider myself a very curious person and have a wide range of
interests - from tinkering to viticulture; right now my big hobby
is sailing. also i'm sure you've caught by now that i'm a tad
sarcastic. :)<br />
<br />
still with me? awesome. sorry if i sound a little conceited. i
almost threw up writing this.",100000
"the bay area has been home for 7 years now and it's hard to think
about leaving. originally from the midwest i'm pretty much at home
where ever i go and that means either spending the weekend getting
sweaty up on a wall in yosemite valley or tuolumne cracking brews
and grilling at camp afterward or staying in town and exploring
the urban jungle of sf or getting decked out to go out for drinks
with my friends.<br />
<br />
i'm pretty genuine and don't hold much back.<br />
<br />
some of my favorite activities are rock climbing snowboarding
hiking and camping so i'm pretty active and fit. but i also love
to go to napa valley ocean beach or take a quick road trip south
to play for day or two.<br />
<br />
i'm big on family and visit my parents at least twice a year and
they visit me here. family's important.",100000
"the dreaded self promotion box! let's see now just a guy going to
work to make money to pay my mortgage food habit and high end
bicycle parts addiction. it'd be nice to have someone special to
share some of the relaxing moments with. i'm a native san
franciscan born but not raised. i was raised on the peninsula
around woodside. i moved around ca for ten years before moving back
to the community i was raised in and bought a house and started my
own business. now i have these wonderful hills to ride right in at
my front door.",100000
"the more you experience in life the harder it becomes to summarize
yourself but i'd say that by now i have a good idea of what works
for me and what doesn't. i have a passion for art music food
travel and life in general. i'm constantly learning in many
aspects of life sometimes the easy way sometimes the hard way...
but either way the important thing is that i learned right?",100000
"the most important thing you should know about me is that i'm a
full-time single father to my eight year old daughter and that it
is fantastic. never knew life could be so lovely; never thought i
could love so fiercely. obviously i'm looking for someone who also
sees that she is value added.<br />
<br />
the second thing you should know about me are my friends. after my
daughter they are hands down the best thing i've got going. they
are an amazing group of people really tied into the city and the
world and we are always up to something worth the effort.<br />
<br />
the third thing you should know about me is that i am a wave rider.
when i see a plan i like when i'm possessed by a vision of how it
could or should be i can be single-mindedly inspired (and
inspiring). i tend to go for it.<br />
<br />
i should also mention that i'm not blasting out a bunch of emails.
so if i contact you i'm interested in you and you'll find that i
try to put a little thought into what i say.",100000
"the nicest thing anyone ever said about me is that i can see the
best in other people and make them better. i hope that's
true.<br />
 i'm a spiritual seeker/goofball/businessman/artist.<br />
 i make pretentious and insubstantiatable interpretations of films
&amp; music and encourage others to do the same.<br />
 i'm hyper-educated but casual and often silly.<br />
 not only do i know i have feelings i can talk about them.<br />
 i have been to over 50 countries - but never south america!<br />
 sometimes i'm subversive - but in a funny not mean way.<br />
 community and passion drive my work and i like to create and to
listen.<br />
 i'm decidedly and unabashedly on the left.<br />
 i'm an obsessive <a class=""ilink"" href=
""/interests?i=music"">music</a> and <a class=""ilink"" href=
""/interests?i=film"">film</a> buff.<br />
 artichokes and avocados are my favorite foods but i don't like
other vegetables that start with an a.<br />
 i had a relatively scarless childhood and have untroubled close
relationships with my parents.<br />
 i adore salmon roe.<br />
 i have a goofy and slightly sarcastic sense of humor.<br />
 i am more creative than my mba friends and more analytical than
my artist friends.<br />
 i have lived in germany france sweden and italy/switzerland.",100000
